id,lemma,vprašanje,odgovor,vrsta,podvrsta,split
698886,mayita,Kako poteka sklanjatev besede mayita za množino?,"Sklanjatvene oblike besede **mayita** v množini:

| Sklon | Množina |
|---|---|
| 1. Imenovalnik | mayite |
| 2. Rodilnik | mayit |
| 3. Dajalnik | mayitam |
| 4. Tožilnik | mayite |
| 5. Mestnik | pri mayitah |
| 6. Orodnik | z mayitami |",sklanjanje,sklanjatev_po_stevilu,train
515301,zvenčati,Kako se glasi velelnik glagola zvenčati?,"Neosebne in posebne oblike glagola **zvenčati**:
- Nedoločnik: **zvenčati**
- Namenilnik: **zvenčat**
",spreganje,neosebne_oblike,train
724163,varhidi,Opiši osnovne gramatične lastnosti besede varhidi.,Beseda **varhidi** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,train
96235,vihravost,"Razloži, v katerem sklonu in številu je oblika vihravosti besede vihravost.","Oblika **vihravosti** pri besedi *vihravost* izraža:
- 2. Rodilnik (množine)",sklanjanje,analiza_oblike,train
535981,georgino,Kako slovnično opredelimo besedo georgino?,Beseda **georgino** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,train
2864,naperiti,Kakšna sta nedoločnik in namenilnik glagola naperiti?,"Neosebne in posebne oblike glagola **naperiti**:
- Nedoločnik: **naperiti**
- Namenilnik: **naperit**
",spreganje,neosebne_oblike,train
10059,zatemniti,Ali je beseda zatemniti enopomenska ali večpomenska?,"Beseda **zatemniti** ima registrirana 2 pomene:
1. Če nekaj zatemni dogodek ali položaj, ga naredi bolj neprijetnega.
2. Kadar človek zatemni svetlobo, jo naredi manj svetlo.",pomen,stevilka_pomenov,train
53974,dominacija,Navedi 5 najbolj pogostih kolokacij za dominacija.,"Izpis 5 kolokacij za besedo **dominacija**:
1. popolna dominacija
2. moška dominacija
3. prekiniti dominacijo
4. oblika dominacije
5. želja po dominaciji",kolokacije,stevilsko_opredeljene_kolokacije,train
721551,transtrad,Prikaži sklanjatev besede transtrad za ednino.,"Sklanjatvene oblike besede **transtrad** v ednini:

| Sklon | Ednina |
|---|---|
| 1. Imenovalnik | transtrad |
| 2. Rodilnik | transtrada |
| 3. Dajalnik | transtradu |
| 4. Tožilnik | transtrada |
| 5. Mestnik | pri transtradu |
| 6. Orodnik | s transtradom |",sklanjanje,sklanjatev_po_stevilu,train
59114,hematokrit,"Sklanjaj besedo hematokrit v ednini, dvojini in množini.","Sklanjatvena tabela za samostalnik **hematokrit**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | hematokrit | / | hematokriti |
| 2. Rodilnik | hematokrita | hematokritov | / |
| 3. Dajalnik | hematokritu | hematokritoma | hematokritom |
| 4. Tožilnik | hematokrit | / | hematokrite |
| 5. Mestnik | pri hematokritu | pri hematokritih | pri hematokritih |
| 6. Orodnik | s hematokritom | s hematokritoma | s hematokriti |",sklanjanje,celotna_sklanjatev,train
496406,tekvando,Katere so sopomenke besede tekvando?,"Sopomenke besede **tekvando** so:
- taekwondo",sopomenke,navedi_sopomenke,train
546421,kosovar,Navedi spol za samostalnik kosovar.,Samostalnik **kosovar** je moškega spola.,besedna_vrsta,spol_samostalnika,train
69080,melodika,Poišči 3 tipičnih besednih zvez za besedo melodika.,"Izpis 3 kolokacij za besedo **melodika**:
1. ljudska melodika
2. ritmi in melodika
3. arabska melodika",kolokacije,stevilsko_opredeljene_kolokacije,train
514372,uzdigniti,Prikaži oblike za Sedanjik glagola uzdigniti.,"Sedanjik glagola **uzdigniti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | uzdignem | uzdigneva | uzdignemo |
| 2. oseba | uzdigneš | uzdigneta | uzdignete |
| 3. oseba | uzdigne | uzdigneta | uzdignejo |",spreganje,spreganje_v_casu,train
56695,fosgen,V kateri lemi se nahaja oblika fosgenom?,Osnovna oblika (lema) besede **fosgenom** je **fosgen** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
12793,le,"Slovnično analiziraj besedo le v povedi 'Oseba govori lepo, vendar le malo pretiho.'.","V povedi *""Oseba govori lepo, vendar le malo pretiho.""* nastopa beseda **le** kot pregibna oblika (MSD: L) besede *le*.",primeri_uporabe,analiza_oblike_v_povedi,train
40926,herojsko,Kako se beseda herojsko pojavlja v besedilnem kontekstu?,"Primeri uporabe besede **herojsko** v povedih:
- *Dvoboj je začel obupno, se herojsko vrnil in povedel, a ni bilo dovolj.*
- *Čestitam jim, herojsko so se borili, ker nogometa v takšnih pogojih pač ni bilo mogoče igrati.*
- *Lonec mora biti vroč, vendar ga herojsko drži z golimi rokami.*
- *Torinski gasilec Mario Trematore je planil v ogenj in herojsko rešil skrinjo s prtom.*
- *Ob novem pripomočku bo vsaj za nekaj trenutkov pozabil na vse bolezni, s katerimi se herojsko spopada v življenju.*",primeri_uporabe,povedi_z_besedo,train
2717,najavljati,Opiši osnovne gramatične lastnosti besede najavljati.,Beseda **najavljati** je glagol. Je nedovršni glagol.,besedna_vrsta,osnovne_lastnosti,train
831,diskreditirati,Izpiši primere iz korpusa za besedo diskreditirati.,"Primeri uporabe besede **diskreditirati** v povedih:
- *Vodstvo demokratske stranke pravi, da želi oblast z obtožbami o izdaji in nedomoljubju diskreditirati političnega nasprotnika.*
- *Navedeni očitki so neresnični in očitno podani samo z namenom diskreditirati moje delo in delo Urada, ki ga vodim.*
- *Na novinarski konferenci je povedal, da ga želijo z drugo ovadbo politično diskreditirati.*
- *Po Štrukljevem mnenju hoče Orlova prek društva le diskreditirati delo Sviza.*",primeri_uporabe,povedi_z_besedo,train
4191,onesrečiti,Izpiši tipične besedne zveze z besedo onesrečiti.,"Tipične kolokacije z besedo **onesrečiti**:
- bolj onesrečiti
- onesrečiti ljudi
- hoteti onesrečiti
- tako onesrečiti",kolokacije,navedi_kolokacije,train
507919,starožiten,Kateri besedni vrsti pripada beseda starožiten?,Beseda **starožiten** je pridevnik.,besedna_vrsta,osnovne_lastnosti,train
505518,nefiksiran,Stopnjuj besedo nefiksiran.,"Stopnjevanje besede **nefiksiran**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | nefiksiranem / nefiksiranih / nefiksirani / nefiksiranimi / nefiksirane / nefiksiranim / nefiksirano / nefiksiranima / nefiksiranega / nefiksiranemu / nefiksiran / nefiksirana |
| 2. Primernik (Komparativ) | nefiksiran |
| 3. Presežnik (Superlativ) | nefiksiran |",stopnjevanje,vse_stopnje,train
716797,steinach,Opiši osnovne gramatične lastnosti besede steinach.,Beseda **steinach** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,train
513371,razirati,Kateri besedni vrsti pripada beseda razirati?,Beseda **razirati** je glagol. Je nedovršni glagol.,besedna_vrsta,osnovne_lastnosti,train
6575,preobračati,Določi glagolski vid za besedo preobračati.,Beseda **preobračati** je nedovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
685234,josebe,Navedi spol za samostalnik josebe.,Samostalnik **josebe** je ženskega spola.,besedna_vrsta,spol_samostalnika,train
654321,abigaille,Kako zapišemo mestnik množine besede abigaille?,5. Mestnik (mestnik) množine besede **abigaille** se glasi: **pri abigaillejih**.,sklanjanje,posamezen_sklon,train
27757,ovenel,Navedi definicijo besede ovenel.,"Beseda **ovenel** ima naslednje pomene:
- Rastlina, ki je ovenela, se je posušila in odmrla.",pomen,razlaga_pomena,train
496347,semantem,V kateri spol razvrstimo samostalnik semantem?,Samostalnik **semantem** je moškega spola.,besedna_vrsta,spol_samostalnika,train
17067,ekonomski,Prikaži primere rabe besede ekonomski.,"Primeri uporabe besede **ekonomski** v povedih:
- *Ekonomska dejavnost je ključni dejavnik, ki vpliva na rast gospodarstva. Na primer, v državi, kjer je veliko podjetij in industrije, bo ekonomska dejavnost verjetno močna*
- *Ekonomska računica je proces analize in ocenjevanja finančnih aspektov poslovnih odločitev. To vključuje pregled stroškov, prihodkov, dobička, donosnosti naložb*
- *Ekonomski napredek je proces, ki se nanaša na rast in izboljšanje gospodarske dejavnosti v določeni državi ali regiji. Ta napredek se kaže v večjem obsegu proizvodnje,*
- *Ekonomska pomoč nerazvitim državam je ključna za spodbujanje njihovega gospodarskega razvoja in zmanjšanje revščine. S temi sredstvi se lahko financirajo projek*
- *Splošna ekonomska kriza je stanje, ko se gospodarstvo države ali sveta znajde v težavah, ki vplivajo na večino sektorjev in povzročajo negativne učinke na rast*",primeri_uporabe,povedi_z_besedo,train
76370,ožigalkar,Katere so najbolj znane kolokacije besede ožigalkar?,"Tipične kolokacije z besedo **ožigalkar**:
- mehovci ali ožigalkarji
- vrsta ožigalkarjev
- morski ožigalkar
- ožigalkarji imajo
- spadati med ožigalkarje
- skupina ožigalkarjev
- insekti in ožigalkarji
- strupen ožigalkar
- nevarni ožigalkarji
- soditi med ožigalkarje",kolokacije,navedi_kolokacije,train
12815,predvsem,Kako se beseda predvsem pojavlja v besedilnem kontekstu?,"Primeri uporabe besede **predvsem** v povedih:
- *Potovalni stroški bodo majhni, je pa res, da smo v prvo vrsto takoj postavili organizacijo tekme, saj dobro vemo, kakšni so odnosi navijačev obeh klubov,"" je po žrebu, ki se ga je udeležil skupaj s članom sanacijske komisije Mitjo Hlastecem, dejal sekretar Maribora Pivovarne Laško Uroš Jurišič in nadaljeval: ""Doma pričakujemo razprodan štadion.*
- *Predvsem je treba poudariti njegovo razgledanost, saj je bil sposoben podati številne informacije o različnih temah in je bil vedno dobro obveščen o aktualnih dogodkih.*
- *Pri načrtovanju novega stanovanjskega kompleksa je pomembno upoštevati predvsem urbanistične značilnosti mesta. To pomeni, da je treba upoštevati obstoječo infrastr*
- *Lahka glasba naj bi se predvsem inspirirala ob tradicionalnih folklorah in ljudski glasbi.*
- *Lahka glasba naj bi se predvsem inspirirala ob bogati tradiciji in raznolikosti folklorne glasbe.*",primeri_uporabe,povedi_z_besedo,train
8279,spakirati,Katere pomene ima beseda spakirati?,"Pomeni besede **spakirati** so:
- Kadar človek spakira svoje stvari, jih zloži v kovček ali torbo, ker odhaja.",pomen,nastevanje_pomenov,train
97903,zakladnica,Kakšen je pomen besede zakladnica?,"Beseda **zakladnica** ima naslednje pomene:
- Ko ljudje govorijo o zakladnici organizacije, govorijo o njenem denarju.",pomen,razlaga_pomena,train
494666,upadljiv,Poišči sopomenke za upadljiv.,"Sopomenke besede **upadljiv** so:
- privlačen
- spektakularen",sopomenke,navedi_sopomenke,train
655822,anasazijev,V katero vrsto besed uvrščamo besedo anasazijev?,Beseda **anasazijev** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,train
30276,pregnan,Katere besede imajo podoben pomen kot pregnan?,"Sopomenke besede **pregnan** so:
- izgnan
- razseljen",sopomenke,navedi_sopomenke,train
449608,fračarka,S katerimi besedami lahko nadomestimo besedo fračarka?,"Sopomenke besede **fračarka** so:
- pračarka",sopomenke,navedi_sopomenke,train
27087,ogroden,Prikaži seznam pogostih kolokacij z besedo ogroden.,"Tipične kolokacije z besedo **ogroden**:
- ogrodne veje
- ogrodne tablete",kolokacije,navedi_kolokacije,train
25042,nazadnjaški,Navedi število in kratek opis pomenov besede nazadnjaški.,"Beseda **nazadnjaški** ima registrirana 2 pomene:
1. Kdor je nazadnjaški, ni pripravljen sprejeti sprememb in novih zamisli.
2. Kdor je nazadnjaški, poskuša preprečiti družbene ali politične spremembe.",pomen,stevilka_pomenov,test
44036,prefrigano,Prikaži številčni seznam 3 kolokacij besede prefrigano.,"Izpis 3 kolokacij za besedo **prefrigano**:
1. zelo prefrigano
2. bolj prefrigano
3. prefrigano se lotiti",kolokacije,stevilsko_opredeljene_kolokacije,test
3567,odgrizniti,"Ali je odgrizniti dovršni, nedovršni ali dvovidski glagol?",Beseda **odgrizniti** je dovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,test
64185,kokarda,Katere so najbolj znane kolokacije besede kokarda?,"Tipične kolokacije z besedo **kokarda**:
- četniška kokarda
- slovenske kokarde
- nositi kokardo
- imeti kokardo
- šajkače in kokarda
- bele kokarde
- narodna kokarda
- kokarda z grbom
- kraljevske kokarde",kolokacije,navedi_kolokacije,test
931,dopizditi,Katere so neosebne ter posebne oblike glagola dopizditi?,"Neosebne in posebne oblike glagola **dopizditi**:
- Nedoločnik: **dopizditi**
- Namenilnik: **dopizdit**
",spreganje,neosebne_oblike,test
728733,zemanto,Kateri je tožilnik dvojine besede zemanto?,4. Tožilnik (tožilnik) dvojine besede **zemanto** se glasi: **zemanta / zemanta**.,sklanjanje,posamezen_sklon,test
1177,garnirati,Kateri vid izraža glagol garnirati?,Beseda **garnirati** je dvovidski glagol.,besedna_vrsta,vrsta_in_vid_glagola,test
6926,preživeti,Navedi definicijo besede preživeti.,"Beseda **preživeti** ima naslednje pomene:
- biti, ostati kje določen čas
- ostati živ do konca trajanja česa
- Preživeti pomeni ostati živ ali se uspešno spopasti z nevarnimi ali težavnimi okoliščinami.
- Preživeti v neki situaciji pomeni uspešno preživeti neke okoliščine ali se jim postaviti po robu.
- Kadar ljudje preživijo, živijo zadovoljivo, čeprav nimajo veliko denarja.
- Če ena stvar preživi drugo, živi ali obstaja dlje kot tista druga stvar.
- Preživeti pomeni biti živ ali obstajati še naprej, ko druga oseba umre ali ko določena stvar neha obstajati.
- Kadar človek preživi neko obdobje na določen način, ga prebije tako.
- Preživeti pomeni biti nekje za določeno obdobje. Preživeti pomeni delati nekaj določen čas.
- Preživeti pomeni živeti ali obstajati naprej kljub veliki nevarnosti ali težavam.
- Preživeti nekoga pomeni nadaljevati življenje po tem, ko ta oseba umre.
- Kadar nekaj preživi, obstaja še naprej.
- Preživeti težavno izkušnjo pomeni, da nam jo uspe prebroditi in ne dovoliti, da bi močneje vplivala na nas.
- Preživeti pomeni, da nekaj doživimo.
- Preživeti čas na določen način pomeni, da čas mineva s to dejavnostjo, ker na nekaj čakamo ali nimamo drugega dela.",pomen,razlaga_pomena,test
721100,toljanić,V katero vrsto besed uvrščamo besedo toljanić?,Beseda **toljanić** je samostalnik. Beseda je lastno ime in je moškega spola.,besedna_vrsta,osnovne_lastnosti,test
3638,odkrižati,Izpiši neosebne oblike glagola odkrižati.,"Neosebne in posebne oblike glagola **odkrižati**:
- Nedoločnik: **odkrižati**
- Namenilnik: **odkrižat**
",spreganje,neosebne_oblike,test
719727,tamilcem,Izpiši dvojino besede tamilcem po sklonih.,"Sklanjatvene oblike besede **tamilcem** v dvojini:

| Sklon | Dvojina |
|---|---|
| 1. Imenovalnik | tamilcema |
| 2. Rodilnik | / |
| 3. Dajalnik | tamilcemoma |
| 4. Tožilnik | / |
| 5. Mestnik | pri tamilcemih |
| 6. Orodnik | s tamilcemoma |",sklanjanje,sklanjatev_po_stevilu,test
514848,zalotati,Prikaži celotno spreganje glagola zalotati.,"Spreganje glagola **zalotati**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | zalotam | zalotava | zalotamo |
| 2. oseba | zalotaš | zalotata | zalotate |
| 3. oseba | zalota | zalotata | zalotajo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem zalotala / sem zalotalo | sva zalotali / sva zalotala | smo zalotale / smo zalotali |
| 2. oseba | si zalotala / si zalotalo | sta zalotali / sta zalotala | ste zalotale / ste zalotali |
| 3. oseba | je zalotala / je zalotalo | sta zalotali / sta zalotala | so zalotale / so zalotali |",spreganje,celotno_spreganje,test
600002,ebo,Kako se beseda ebo sklanja v množini?,"Sklanjatvene oblike besede **ebo** v množini:

| Sklon | Množina |
|---|---|
| 1. Imenovalnik | ebi |
| 2. Rodilnik | ebov |
| 3. Dajalnik | ebom |
| 4. Tožilnik | ebe |
| 5. Mestnik | pri ebih |
| 6. Orodnik | z ebi |",sklanjanje,sklanjatev_po_stevilu,test
95007,uporništvo,Katere besede imajo podoben pomen kot uporništvo?,"Sopomenke besede **uporništvo** so:
- upornost
- kljubovalnost",sopomenke,navedi_sopomenke,test
67305,linorez,Kako se beseda linorez uporablja v stavkih?,"Primeri uporabe besede **linorez** v povedih:
- *Med grafičnimi tehnikami so spoznali linorez in suho iglo.*
- *Vse je umetnik oblikoval v linorezu.*
- *Na ogled so dela avtorjev z dveh različnih kontinentov, ki so ustvarjali v enaki tehniki, v linorezu.*
- *Na ogled bodo dela v različnih grafičnih tehnikah - lesorezi, linorezi, litografije in jedkanice.*
- *Na svoji prvi razstavi se je predstavil z linorezi in monotipijami.*",primeri_uporabe,povedi_z_besedo,test
31957,razklan,Izpiši stopnjevalni vzorec za besedo razklan.,"Stopnjevanje besede **razklan**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | razklanima / razklane / razklanih / razklanim / razklanimi / razklano / razklanega / razklanemu / razklanem / razklani / razklana / razklan |
| 2. Primernik (Komparativ) | razklan |
| 3. Presežnik (Superlativ) | razklan |",stopnjevanje,vse_stopnje,train
50824,burkaštvo,Prikaži številčni seznam 1 kolokacij besede burkaštvo.,"Izpis 1 kolokacij za besedo **burkaštvo**:
1. ceneno burkaštvo",kolokacije,stevilsko_opredeljene_kolokacije,train
514809,zakljuvati,Prikaži oblike za Sedanjik glagola zakljuvati.,"Sedanjik glagola **zakljuvati**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | zakljuvam | zakljuvava | zakljuvamo |
| 2. oseba | zakljuvaš | zakljuvata | zakljuvate |
| 3. oseba | zakljuva | zakljuvata | zakljuvajo |",spreganje,spreganje_v_casu,train
21062,kisov,Izpiši 5 kolokacij besede kisov.,"Izpis 5 kolokacij za besedo **kisov**:
1. kisovi obkladki
2. kisova voda
3. kisova matica
4. kisova esenca
5. kisova raztopina",kolokacije,stevilsko_opredeljene_kolokacije,train
88601,simpatičnost,"Katero slovnično obliko izraža beseda simpatičnostjo v stavku: 'Ljudi prepriča s simpatičnostjo, kar je pozitivna lastnost, ki ji lahko prinese napredovanje na delovnem mestu.'?","V povedi *""Ljudi prepriča s simpatičnostjo, kar je pozitivna lastnost, ki ji lahko prinese napredovanje na delovnem mestu.""* nastopa beseda **simpatičnostjo** kot pregibna oblika (MSD: Sozeo) besede *simpatičnost*.",primeri_uporabe,analiza_oblike_v_povedi,train
43851,poslušno,Katero besedno vrsto predstavlja poslušno?,Beseda **poslušno** je prislov.,besedna_vrsta,osnovne_lastnosti,train
611730,jelesijevič,Navedi vse sklone besede jelesijevič.,"Sklanjatvena tabela za samostalnik **jelesijevič**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | jelesijevič | jelesijeviča | jelesijeviči |
| 2. Rodilnik | jelesijeviča | jelesijevičev | jelesijevičev |
| 3. Dajalnik | jelesijeviču | jelesijevičema | jelesijevičem |
| 4. Tožilnik | / | jelesijeviča | jelesijeviče |
| 5. Mestnik | pri jelesijeviču | pri jelesijevičih | pri jelesijevičih |
| 6. Orodnik | z jelesijevičem | z jelesijevičema | z jelesijeviči |",sklanjanje,celotna_sklanjatev,train
740197,braccio,V kakšni obliki je orodnik ednine pri besedi braccio?,6. Orodnik (orodnik) ednine besede **braccio** se glasi: **z bracciom**.,sklanjanje,posamezen_sklon,train
645465,tami,Kako zapišemo mestnik ednine besede tami?,5. Mestnik (mestnik) ednine besede **tami** se glasi: **pri tami**.,sklanjanje,posamezen_sklon,train
510062,graužati,Kako se glasijo neosebne oblike pri glagolu graužati?,"Neosebne in posebne oblike glagola **graužati**:
- Nedoločnik: **graužati**
- Namenilnik: **graužat**
",spreganje,neosebne_oblike,train
567201,rudenka,Izpiši obliko: tožilnik ednine za rudenka.,4. Tožilnik (tožilnik) ednine besede **rudenka** se glasi: **rudenko**.,sklanjanje,posamezen_sklon,train
7171,prišparati,Kateri vid izraža glagol prišparati?,Beseda **prišparati** je dovršni glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
34694,spoštovan,Izpiši število pomenov besede spoštovan.,"Beseda **spoštovan** ima registrirana 5 pomenov:
1. v pomenu: cenjen
2. v pomenu: upoštevan
3. raba v pomenu: v komunikaciji
4. Kadar je nekaj spoštovano, je cenjeno, navadno zato, ker je staro ali pomembno.
5. Oseba ali stvar, ki je spoštovana, velja v očeh družbe za dobro in etično pravilno.",pomen,stevilka_pomenov,train
50048,božiček,S katerimi izrazi se kolocira beseda božiček?,"Tipične kolokacije z besedo **božiček**:
- Božiček in dedek
- Božiček ali dedek
- pisati Božičku
- Božiček obdari
- Mraz in Božiček
- dedek in Božiček
- Božiček obdaruje
- Božiček razveseli
- Božiček in škrat
- pričakati Božička",kolokacije,navedi_kolokacije,train
524414,boninsegna,Opiši osnovne gramatične lastnosti besede boninsegna.,Beseda **boninsegna** je samostalnik. Beseda je lastno ime in je ženskega spola.,besedna_vrsta,osnovne_lastnosti,train
514297,ugreti,Prikaži oblike za Sedanjik glagola ugreti.,"Sedanjik glagola **ugreti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | ugrem | ugreva | ugremo |
| 2. oseba | ugreš | ugreta | ugrete |
| 3. oseba | ugre | ugreta | ugrejo |",spreganje,spreganje_v_casu,train
4939,podjesti,Navedi vse osebe in čase za glagol podjesti.,"Spreganje glagola **podjesti**:

### Sedanjik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | podjem | podjeva | podjemo |
| 2. oseba | podješ | podjesta | podjeste |
| 3. oseba | podje | podjesta | podjedo |

### Preteklik
| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | sem podjedel / sem podjedla | sva podjedla / sva podjedli | smo podjedli / smo podjedle |
| 2. oseba | si podjedel / si podjedla | sta podjedla / sta podjedli | ste podjedli / ste podjedle |
| 3. oseba | je podjedel / je podjedla | sta podjedla / sta podjedli | so podjedli / so podjedle |",spreganje,celotno_spreganje,train
658509,bajramov,Določi spol samostalnika bajramov.,Samostalnik **bajramov** je moškega spola.,besedna_vrsta,spol_samostalnika,train
92388,svečan,Ali je beseda svečan enopomenska ali večpomenska?,"Beseda **svečan** ima registrirana 3 pomene:
1. drugi mesec v gregorijanskem koledarju
2. Oseba ali stvar, ki je svečana, ni razigrana ali zabavna, ampak zelo resna.
3. Obljuba ali dogovor, ki sta svečana, sta uradna in iskrena.",pomen,stevilka_pomenov,train
515637,šantati,Katere so neosebne ter posebne oblike glagola šantati?,"Neosebne in posebne oblike glagola **šantati**:
- Nedoločnik: **šantati**
- Namenilnik: **šantat**
",spreganje,neosebne_oblike,train
65955,krota,Navedi sinonime za besedo krota.,"Sopomenke besede **krota** so:
- rota
- sruth",sopomenke,navedi_sopomenke,train
455652,predprogramirati,"Ali je predprogramirati dovršni, nedovršni ali dvovidski glagol?",Beseda **predprogramirati** je dvovidski glagol.,besedna_vrsta,vrsta_in_vid_glagola,train
79589,pokrajina,Navedi število pomenov za besedo pokrajina.,"Beseda **pokrajina** ima registrirana 7 pomenov:
1. manjše ali večje ozemlje glede na oblikovanost, obraslost, urejenost
2. višja upravna enota
3. slika, na kateri je upodobljena pokrajina;
4. Pokrajina uporabljamo, kadar govorimo o območju z določenimi značilnostmi ali povezavami.
5. Pokrajina je vse, kar vidimo, kadar se ozremo na neko zemljišče, hribi, reke, stavbe in drevesa.
6. Pokrajina je veliko območje znotraj države, ki je samostojna upravna enota.
7. Pokrajina je vse, kar vidimo okoli sebe, zlasti ko smo na podeželju.",pomen,stevilka_pomenov,train
51040,čarter,Prikaži številčni seznam 5 kolokacij besede čarter.,"Izpis 5 kolokacij za besedo **čarter**:
1. ukvarjati se s čarterjem
2. ponudba čarterja
3. namenjen čarterju
4. redni čarter
5. ponudnik čarterja",kolokacije,stevilsko_opredeljene_kolokacije,train
29512,popravljen,Navedi vse stopnje za popravljen.,"Stopnjevanje besede **popravljen**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | popravljen / popravljeni / popravljenega / popravljenemu / popravljenem / popravljenim / popravljena / popravljenih / popravljenima / popravljene / popravljenimi / popravljeno |
| 2. Primernik (Komparativ) | popravljen |
| 3. Presežnik (Superlativ) | popravljen |",stopnjevanje,vse_stopnje,train
567868,sanjay,V kakšni obliki je dajalnik ednine pri besedi sanjay?,3. Dajalnik (dajalnik) ednine besede **sanjay** se glasi: **sanjayju**.,sklanjanje,posamezen_sklon,train
676021,gertten,Kakšna je osnovna oblika besede gerttenih?,Osnovna oblika (lema) besede **gerttenih** je **gertten** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
560674,percival,Kako zapišemo orodnik ednine besede percival?,6. Orodnik (orodnik) ednine besede **percival** se glasi: **s percivalom**.,sklanjanje,posamezen_sklon,train
35138,štirivrstičen,Navedi primernik in presežnik za pridevnik/prislov štirivrstičen.,"Stopnjevanje besede **štirivrstičen**:

| Stopnja | Oblika |
|---|---|
| 1. Osnovnik (Pozitiv) | štirivrstični / štirivrstičnih / štirivrstičnima / štirivrstična / štirivrstičnim / štirivrstičnimi / štirivrstičen / štirivrstičnega / štirivrstičnemu / štirivrstičnem / štirivrstične / štirivrstično |
| 2. Primernik (Komparativ) | štirivrstičen |
| 3. Presežnik (Superlativ) | štirivrstičen |",stopnjevanje,vse_stopnje,train
56911,fris,Kaj izraža oblika frisom v kontekstu povedi 'S frisom se je zabil v okno in se z ramo zagozdil za vzvratno ogledalo.'?,"V povedi *""S frisom se je zabil v okno in se z ramo zagozdil za vzvratno ogledalo.""* nastopa beseda **frisom** kot pregibna oblika (MSD: Sommd) besede *fris*.",primeri_uporabe,analiza_oblike_v_povedi,train
730337,ĺžrtve,Navedi lemo za besedno obliko ĺžrtveja.,Osnovna oblika (lema) besede **ĺžrtveja** je **ĺžrtve** (samostalnik).,sklanjanje,osnovna_oblika_leme,train
41607,kovinsko,Katere so sopomenke besede kovinsko?,"Sopomenke besede **kovinsko** so:
- pločevinasto",sopomenke,navedi_sopomenke,train
604491,gaul,"Sklanjaj besedo gaul v ednini, dvojini in množini.","Sklanjatvena tabela za samostalnik **gaul**:

| Sklon | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. Imenovalnik | gaul | gaula | / |
| 2. Rodilnik | gaula | gaulov | gaulov |
| 3. Dajalnik | gaulu | gauloma | gaulom |
| 4. Tožilnik | gaula | / | gaule |
| 5. Mestnik | pri gaulu | pri gaulih | pri gaulih |
| 6. Orodnik | / | z gauloma | z gauli |",sklanjanje,celotna_sklanjatev,train
26663,obreden,S katerimi izrazi se kolocira beseda obreden?,"Tipične kolokacije z besedo **obreden**:
- obredni ples
- obredno klanje
- obredni zakol
- obredno žrtvovanje
- obredno umivanje
- obredni umor
- obredni samomor
- obredno pitje
- obredno kopanje
- obredna molitev",kolokacije,navedi_kolokacije,train
99531,živina,Slovnično analiziraj besedo živine v povedi 'Na drugi strani pa bi zaradi zaraščanja travnih površin potrebovali vsaj 200.000 krav in prek 500.000 glav goveje živine.'.,"V povedi *""Na drugi strani pa bi zaradi zaraščanja travnih površin potrebovali vsaj 200.000 krav in prek 500.000 glav goveje živine.""* nastopa beseda **živine** kot pregibna oblika (MSD: Sozmt) besede *živina*.",primeri_uporabe,analiza_oblike_v_povedi,train
1665,iznajti,Izpiši Sedanjik glagola iznajti po osebah.,"Sedanjik glagola **iznajti**:

| Oseba | Ednina | Dvojina | Množina |
|---|---|---|---|
| 1. oseba | iznajdem | iznajdeva | iznajdemo |
| 2. oseba | iznajdeš | iznajdeta | iznajdete |
| 3. oseba | iznajde | iznajdeta | iznajdejo |",spreganje,spreganje_v_casu,train
